label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,one,two,three,four,five,six,seven,eight,nine,ten,coloneLen,coltwoLen,colthreeLen,colfourLen,colfiveLen,colsixLen,colsevenLen,coleightLen,colnineLen,coltenLen
"['110111', '010011', '110011', '010010', '101011']",1,5,12,18,5,30,7.5,19,43,1,55,19,51,18,43,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0
"['0000', '0011', '1010', '0010', '1101', '1111', '0100', '0111', '1000']",1,9,19,17,9,36,19.5,77,100,1,0,3,10,2,13,15,4,7,8,0,4,4,4,4,4,4,4,4,4,0
"['11000', '00010', '11111', '01010', '10001']",1,5,13,12,5,25,5.2,26,22,1,24,2,31,10,17,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0
"['1111001', '1011110', '1011101', '0111100']",1,4,9,19,4,28,4.857142857142857,14,15,1,121,94,93,60,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
"['0001', '0010', '0101', '0011']",1,4,10,6,4,16,4.25,9,17,1,1,2,5,3,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0
"['0011', '0001', '1100', '0010', '1101', '0110', '0111', '1000', '1011']",1,9,18,18,9,36,22.25,77,97,1,3,1,12,2,13,6,7,8,11,0,4,4,4,4,4,4,4,4,4,0
"['100001', '110110', '100011', '001011', '010111']",1,5,14,16,5,30,6.5,27,32,1,33,54,35,11,23,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0
"['10011', '00111', '00010', '01111', '11101', '00000', '01000', '11010']",1,8,21,19,8,40,15.0,74,82,1,19,7,2,15,29,0,8,26,0,0,5,5,5,5,5,5,5,5,0,0
"['10011', '10110', '00010', '01111', '11101', '10101', '10001', '00101', '10000']",1,9,22,23,9,45,22.6,84,110,1,19,22,2,15,29,21,17,5,16,0,5,5,5,5,5,5,5,5,5,0
"['010110', '100111', '011100', '011101', '100010']",1,5,14,16,5,30,6.333333333333333,28,27,1,22,39,28,29,34,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0
"['100100', '000010', '111100', '000000', '011110', '111011', '001110']",1,7,23,19,7,42,11.666666666666666,65,73,1,36,2,60,0,30,59,14,0,0,0,6,6,6,6,6,6,6,0,0,0
"['0000', '0010', '0110', '1110', '0101']",1,5,12,8,5,20,6.0,19,33,1,0,2,6,14,5,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0
"['0000', '1101', '0110', '1110', '1001', '0111', '1011']",1,7,12,16,7,28,12.25,45,51,1,0,13,6,14,9,7,11,0,0,0,4,4,4,4,4,4,4,0,0,0
"['01101', '11001', '01100', '11110', '01000', '11100', '11010']",1,7,16,19,7,35,14.6,40,60,1,13,25,12,30,8,28,26,0,0,0,5,5,5,5,5,5,5,0,0,0
"['1100', '1010', '1101', '1110', '0101', '1011']",1,6,9,15,6,24,10.0,27,44,1,12,10,13,14,5,11,0,0,0,0,4,4,4,4,4,4,0,0,0,0
"['110101', '001110', '111100']",1,3,7,11,3,18,1.8333333333333333,9,6,1,53,14,60,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0
"['10010', '01010', '00011', '01001', '11100', '10000']",1,6,18,12,6,30,9.6,38,41,1,18,10,3,9,28,16,0,0,0,0,5,5,5,5,5,5,0,0,0,0
"['1001101', '0010111', '1101100', '0100011']",1,4,13,15,4,28,3.857142857142857,20,16,1,77,23,108,35,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
"['011100', '011011', '111110', '111001', '001000', '000000', '011101', '100100']",1,8,25,23,8,48,15.666666666666666,80,85,1,28,27,62,57,8,0,29,36,0,0,6,6,6,6,6,6,6,6,0,0
"['0011', '0010', '1110', '1001', '1011']",1,5,9,11,5,20,6.25,19,26,1,3,2,14,9,11,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0
"['0000111', '0011000', '0000001', '0001001', '1110110', '0110001', '0010110', '1001110', '0110111']",1,9,35,28,9,63,22.142857142857142,116,121,1,7,24,1,9,118,49,22,78,55,0,7,7,7,7,7,7,7,7,7,0
"['001010', '110000', '100011', '011101', '110101', '111010', '100000', '101011']",1,8,24,24,8,48,17.666666666666668,76,83,1,10,48,35,29,53,58,32,43,0,0,6,6,6,6,6,6,6,6,0,0
"['1100100', '0111011', '1101111', '0010001']",1,4,12,16,4,28,3.571428571428571,22,19,1,100,59,111,17,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
"['11000', '01011', '11111', '11101', '10101', '00011', '11110', '00111']",1,8,14,26,8,40,16.4,70,107,1,24,11,31,29,21,3,30,7,0,0,5,5,5,5,5,5,5,5,0,0
"['011001', '100100', '100110']",1,3,10,8,3,18,2.1666666666666665,8,9,1,25,36,38,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0
"['0011', '1001', '0001', '1100', '0010', '1111', '0100', '0111']",1,8,16,16,8,32,16.25,60,78,1,3,9,1,12,2,15,4,7,0,0,4,4,4,4,4,4,4,4,0,0
"['0001', '0010', '1101', '1110', '1001', '0101']",1,6,12,12,6,24,9.25,31,39,1,1,2,13,14,9,5,0,0,0,0,4,4,4,4,4,4,0,0,0,0
"['1000011', '1000100', '0011110', '0110100', '1100001', '0001000', '0101100']",1,7,30,19,7,49,13.285714285714285,71,63,1,67,68,30,52,97,8,44,0,0,0,7,7,7,7,7,7,7,0,0,0
"['000111', '011110', '101010', '100011']",1,4,11,13,4,24,3.833333333333333,18,13,1,7,30,42,35,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0
"['0011111', '0001101', '0010011', '0010000']",1,4,16,12,4,28,3.7142857142857144,17,28,1,31,13,19,16,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
"['0101000', '0011000', '1111110', '1001101', '0011011', '0100111', '0100011', '0001000', '0110111']",1,9,32,31,9,63,22.142857142857142,115,122,1,40,24,126,77,27,39,35,8,55,0,7,7,7,7,7,7,7,7,7,0
"['101101', '010101', '011111', '011100', '101100', '001000', '001001', '111011', '000010', '101000']",1,10,31,29,10,60,27.333333333333332,122,136,1,45,21,31,28,44,8,9,59,2,40,6,6,6,6,6,6,6,6,6,6
"['0111110', '0001011', '1110011', '1011110', '1000011', '0001101', '1000100', '1011001', '0111100', '0101010']",1,10,33,37,10,70,28.142857142857142,151,125,1,62,11,115,94,67,13,68,89,60,42,7,7,7,7,7,7,7,7,7,7
"['01110', '01100', '00100', '01111', '11101', '11110', '01001', '11100', '10100', '00111']",1,10,22,28,10,50,29.6,98,149,1,14,12,4,15,29,30,9,28,20,7,5,5,5,5,5,5,5,5,5,5
"['1111010', '1110100', '0001101', '0001100', '0011011', '0101101', '1101010', '1110001', '0110001', '0101011']",1,10,33,37,10,70,30.428571428571427,140,144,1,122,116,13,12,27,45,106,113,49,43,7,7,7,7,7,7,7,7,7,7
"['0101001', '0000001', '1110101', '0111111']",1,4,13,15,4,28,3.142857142857143,20,19,1,41,1,117,63,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
"['111111', '010101', '110001', '100110', '000000', '100011', '001001', '011000', '001110']",1,9,29,25,9,54,20.5,109,92,1,63,21,49,38,0,35,9,24,14,0,6,6,6,6,6,6,6,6,6,0
"['1100', '0010', '1101', '1111', '1110', '0100', '0111', '0101']",1,8,13,19,8,32,17.0,53,83,1,12,2,13,15,14,4,7,5,0,0,4,4,4,4,4,4,4,4,0,0
"['00110', '11000', '01101', '10010', '01001', '00000', '10001', '00101', '10100', '01110']",1,10,30,20,10,50,28.2,106,127,1,6,24,13,18,9,0,17,5,20,14,5,5,5,5,5,5,5,5,5,5
"['1001001', '0001011', '1101111', '1000101', '0000001', '1111000', '0110011', '0000100']",1,8,31,25,8,56,16.714285714285715,91,90,1,73,11,111,69,1,120,51,4,0,0,7,7,7,7,7,7,7,7,0,0
"['01101', '10000', '00111', '11010', '10010', '10101', '10111', '10001', '01001', '01110']",1,10,24,26,10,50,29.0,107,127,1,13,16,7,26,18,21,23,17,9,14,5,5,5,5,5,5,5,5,5,5
"['1001', '0011', '0001', '1100', '0010', '1101', '0110', '0111', '1000']",1,9,19,17,9,36,22.75,76,96,1,9,3,1,12,2,13,6,7,8,0,4,4,4,4,4,4,4,4,4,0
"['10011', '11111', '11011', '00011', '00000', '10101', '01001', '11010']",1,8,18,22,8,40,16.2,65,91,1,19,31,27,3,0,21,9,26,0,0,5,5,5,5,5,5,5,5,0,0
"['1010001', '0010100', '1011111', '0110000', '0110100']",1,5,19,16,5,35,6.428571428571429,30,29,1,81,20,95,48,52,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0
"['101101', '010101', '011100', '101100', '001000', '010111', '101111', '000011', '100100']",1,9,27,27,9,54,22.833333333333332,98,111,1,45,21,28,44,8,23,47,3,36,0,6,6,6,6,6,6,6,6,6,0
"['0000', '0001', '1100', '0010', '1101', '0110', '0111', '0101', '1011']",1,9,19,17,9,36,21.5,73,95,1,0,1,12,2,13,6,7,5,11,0,4,4,4,4,4,4,4,4,4,0
"['1011000', '1011011', '1101000', '0011111', '0000101', '1000111', '1010011']",1,7,23,26,7,49,13.285714285714285,70,81,1,88,91,104,31,5,71,83,0,0,0,7,7,7,7,7,7,7,0,0,0
"['0101000', '1000101', '1110101', '0110001']",1,4,15,13,4,28,4.142857142857142,17,16,1,40,69,117,49,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
"['111000', '001010', '001000', '011110', '001001', '001100', '101000', '101011']",1,8,28,20,8,48,18.5,65,108,1,56,10,8,30,9,12,40,43,0,0,6,6,6,6,6,6,6,6,0,0
"['1011110', '1101111', '1110110', '0100100', '1011001', '1010101', '1100000', '1011101', '0000100']",1,9,29,34,9,63,23.142857142857142,112,109,1,94,111,118,36,89,85,96,93,4,0,7,7,7,7,7,7,7,7,7,0
"['0000', '0011', '0001', '1101', '1111', '1000', '0101']",1,7,15,13,7,28,11.0,44,63,1,0,3,1,13,15,8,5,0,0,0,4,4,4,4,4,4,4,0,0,0
"['11001', '10010', '11101', '11011', '10111', '01000', '10000']",1,7,16,19,7,35,13.0,48,64,1,25,18,29,27,23,8,16,0,0,0,5,5,5,5,5,5,5,0,0,0
"['011011', '101010', '001000', '011000', '001100', '110101', '111010']",1,7,22,20,7,42,14.333333333333334,51,62,1,27,42,8,24,12,53,58,0,0,0,6,6,6,6,6,6,6,0,0,0
"['100111', '010111', '111101', '001011']",1,4,8,16,4,24,4.0,16,24,1,39,23,61,11,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0
"['1101011', '0111110', '1110101', '1101100', '0111011', '0001010', '0100001', '0001000', '0010111']",1,9,30,33,9,63,21.857142857142858,117,107,1,107,62,117,108,59,10,33,8,23,0,7,7,7,7,7,7,7,7,7,0
"['0000', '1001', '1111', '0111', '1011']",1,5,8,12,5,20,4.75,22,28,1,0,9,15,7,11,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0
"['1111', '0101', '0000']",1,3,6,6,3,12,1.0,8,4,1,15,5,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
"['11000', '01001', '01010', '10011']",1,4,11,9,4,20,4.0,14,13,1,24,9,10,19,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0
"['1101011', '1011000', '1011011', '0011111', '0101111', '0101010', '0010011']",1,7,20,29,7,49,14.0,59,71,1,107,88,91,31,47,42,19,0,0,0,7,7,7,7,7,7,7,0,0,0
"['01101', '01100', '11011', '01000', '01110']",1,5,12,13,5,25,6.8,20,31,1,13,12,27,8,14,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0
"['0000', '0011', '1010', '0010', '1111', '1000', '0101']",1,7,16,12,7,28,11.75,43,57,1,0,3,10,2,15,8,5,0,0,0,4,4,4,4,4,4,4,0,0,0
"['11111', '00100', '11010']",1,3,6,9,3,15,1.4,9,6,1,31,4,26,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0
"['1010', '1101', '0110', '1110', '0100', '1001', '0101', '0111']",1,8,14,18,8,32,18.5,53,73,1,10,13,6,14,4,9,5,7,0,0,4,4,4,4,4,4,4,4,0,0
"['0001', '1100', '0010', '1101', '1110', '0100', '0111', '1011']",1,8,15,17,8,32,16.25,61,74,1,1,12,2,13,14,4,7,11,0,0,4,4,4,4,4,4,4,4,0,0
"['10010', '00100', '11111', '01111', '10001', '00101', '10011']",1,7,16,19,7,35,12.4,51,63,1,18,4,31,15,17,5,19,0,0,0,5,5,5,5,5,5,5,0,0,0
"['0100010', '1011101', '0110001']",1,3,11,10,3,21,2.142857142857143,9,6,1,34,93,49,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0
"['00011', '00000', '00010']",1,3,12,3,3,15,2.2,4,19,1,3,0,2,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0
"['0110101', '0100111', '1101100', '0111101', '1011101']",1,5,13,22,5,35,6.571428571428571,26,33,1,53,39,108,61,93,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0
"['1100', '1010', '0010', '0110', '1110', '0100', '0111', '0101']",1,8,16,16,8,32,18.25,50,86,1,12,10,2,6,14,4,7,5,0,0,4,4,4,4,4,4,4,4,0,0
"['00110', '11001', '00010', '10101', '00011', '00000', '01010', '00101', '11010']",1,9,27,18,9,45,23.8,81,110,1,6,25,2,21,3,0,10,5,26,0,5,5,5,5,5,5,5,5,5,0
"['01110', '01101', '11001', '10010', '01011', '00000', '11010']",1,7,18,17,7,35,12.6,50,53,1,14,13,25,18,11,0,26,0,0,0,5,5,5,5,5,5,5,0,0,0
"['1100', '0010', '1110', '1111', '1000', '1011']",1,6,10,14,6,24,8.0,30,44,1,12,2,14,15,8,11,0,0,0,0,4,4,4,4,4,4,0,0,0,0
"['000001', '100110', '111100', '001011']",1,4,13,11,4,24,2.833333333333333,22,16,1,1,38,60,11,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0
"['11000', '11001', '11111', '01111', '11100']",1,5,8,17,5,25,6.4,22,46,1,24,25,31,15,28,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0
"['0011', '1100', '1010', '1101', '1111', '0100', '1001', '1000', '0111']",1,9,16,20,9,36,21.75,75,102,1,3,12,10,13,15,4,9,8,7,0,4,4,4,4,4,4,4,4,4,0
"['0000', '0001', '1100', '1101', '1110']",1,5,11,9,5,20,5.25,22,30,1,0,1,12,13,14,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0
"['0000', '0011', '1100', '0010', '1101', '0100', '0111', '1000', '0101', '1011']",1,10,22,18,10,40,26.5,94,129,1,0,3,12,2,13,4,7,8,5,11,4,4,4,4,4,4,4,4,4,4
"['000110', '010100', '010111', '001100', '110011', '111011', '011000', '101000']",1,8,25,23,8,48,18.166666666666668,80,88,1,6,20,23,12,51,59,24,40,0,0,6,6,6,6,6,6,6,6,0,0
"['0000', '0001', '1100', '0010', '0110', '1111', '1001', '1011']",1,8,17,15,8,32,15.25,60,70,1,0,1,12,2,6,15,9,11,0,0,4,4,4,4,4,4,4,4,0,0
"['100111', '011100', '000000', '001000', '000110', '100101', '010000', '001101', '010001', '001110']",1,10,38,22,10,60,29.333333333333332,116,162,1,39,28,0,8,6,37,16,13,17,14,6,6,6,6,6,6,6,6,6,6
"['0000', '0001', '1101', '0111', '1000', '1011']",1,6,13,11,6,24,8.0,33,43,1,0,1,13,7,8,11,0,0,0,0,4,4,4,4,4,4,0,0,0,0
"['00110', '11001', '00111', '00010', '11101', '00011', '00000', '10101', '00101', '10011']",1,10,27,23,10,50,29.0,103,139,1,6,25,7,2,29,3,0,21,5,19,5,5,5,5,5,5,5,5,5,5
"['0100100', '0010001', '1100111']",1,3,12,9,3,21,1.8571428571428572,10,5,1,36,17,103,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0
"['010110', '100111', '110001', '111110', '101100', '110111', '010100', '001100']",1,8,21,27,8,48,18.0,74,80,1,22,39,49,62,44,55,20,12,0,0,6,6,6,6,6,6,6,6,0,0
"['0011010', '1010011', '0111100', '0000011', '1101001']",1,5,18,17,5,35,6.285714285714286,35,24,1,26,83,60,3,105,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0
"['0001', '1100', '1010', '0010', '1101', '1111', '1110', '1001', '1000', '0101']",1,10,19,21,10,40,27.25,89,125,1,1,12,10,2,13,15,14,9,8,5,4,4,4,4,4,4,4,4,4,4
"['11011', '00010', '10000']",1,3,9,6,3,15,1.6,8,6,1,27,2,16,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0
"['010110', '101010', '101100', '111100', '001000', '010111']",1,6,18,18,6,36,10.166666666666666,38,48,1,22,42,44,60,8,23,0,0,0,0,6,6,6,6,6,6,0,0,0,0
"['0000', '1010', '1101', '1110', '0101', '1011']",1,6,11,13,6,24,8.5,31,36,1,0,10,13,14,5,11,0,0,0,0,4,4,4,4,4,4,0,0,0,0
"['01100', '11010', '00010', '01010', '10001', '01001', '10000']",1,7,22,13,7,35,14.4,47,62,1,12,26,2,10,17,9,16,0,0,0,5,5,5,5,5,5,5,0,0,0
"['0000', '1100', '1010', '1101', '0110', '0100', '1001']",1,7,16,12,7,28,13.25,39,50,1,0,12,10,13,6,4,9,0,0,0,4,4,4,4,4,4,4,0,0,0
"['00101', '10101', '10100']",1,3,8,7,3,15,2.2,4,13,1,5,21,20,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0
"['0100000', '0110101', '0111000', '1001011', '1001101', '0001100', '0000110', '1111100', '1000110', '0101110']",1,10,38,32,10,70,28.857142857142858,144,142,1,32,53,56,75,77,12,6,124,70,46,7,7,7,7,7,7,7,7,7,7
"['11001', '10010', '11011', '00011', '11110', '01000', '11100']",1,7,16,19,7,35,12.6,52,62,1,25,18,27,3,30,8,28,0,0,0,5,5,5,5,5,5,5,0,0,0
"['0011', '1010', '0010', '1101', '0100', '0111']",1,6,12,12,6,24,9.25,31,38,1,3,10,2,13,4,7,0,0,0,0,4,4,4,4,4,4,0,0,0,0
"['11000', '00110', '10010', '01011', '11011', '00000', '10000']",1,7,21,14,7,35,12.8,50,67,1,24,6,18,11,27,0,16,0,0,0,5,5,5,5,5,5,5,0,0,0
"['110110', '111111', '111010', '001101', '001111']",1,5,9,21,5,30,6.666666666666666,26,40,1,54,63,58,13,15,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0
"['1110101', '1101000', '0001100', '1111111', '1101111', '0100011', '1001010', '0111011', '0101110', '1111000']",1,10,28,42,10,70,27.285714285714285,144,151,1,117,104,12,127,111,35,74,59,46,120,7,7,7,7,7,7,7,7,7,7
"['1101101', '0000111', '0000011', '0100010']",1,4,16,12,4,28,3.857142857142857,19,16,1,109,7,3,34,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
"['101101', '011011', '111001', '010100', '010111']",1,5,12,18,5,30,7.166666666666667,25,28,1,45,27,57,20,23,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0
"['011101', '111100', '111111']",1,3,4,14,3,18,2.0,6,12,1,29,60,63,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0
"['101101', '011011', '100110', '101001', '100101', '001011', '010000', '010010', '000010', '100010']",1,10,34,26,10,60,31.166666666666668,108,129,1,45,27,38,41,37,11,16,18,2,34,6,6,6,6,6,6,6,6,6,6
"['0000', '0001', '1100', '1010', '0010', '0110', '1111', '1110', '0100', '1000']",1,10,23,17,10,40,25.5,90,137,1,0,1,12,10,2,6,15,14,4,8,4,4,4,4,4,4,4,4,4,4
"['0000', '0001', '0010', '1101', '0110', '1111', '1001', '0101']",1,8,17,15,8,32,16.0,56,69,1,0,1,2,13,6,15,9,5,0,0,4,4,4,4,4,4,4,4,0,0
"['010110', '111111', '011111', '101010', '001001', '010111', '000001', '001101']",1,8,21,27,8,48,15.5,74,83,1,22,63,31,42,9,23,1,13,0,0,6,6,6,6,6,6,6,6,0,0
"['100001', '110110', '011100', '111001', '001000', '100011', '000101', '010000', '001110']",1,9,31,23,9,54,22.833333333333332,107,97,1,33,54,28,57,8,35,5,16,14,0,6,6,6,6,6,6,6,6,6,0
"['0011', '0001', '1100', '1010', '1101', '0110', '1110', '0100', '1001', '1000']",1,10,21,19,10,40,28.25,92,118,1,3,1,12,10,13,6,14,4,9,8,4,4,4,4,4,4,4,4,4,4
"['0000', '0001', '1100', '1010', '0111', '1000', '1011']",1,7,16,12,7,28,11.75,46,61,1,0,1,12,10,7,8,11,0,0,0,4,4,4,4,4,4,4,0,0,0
"['0100000', '1110110', '1011101', '0101011', '0000011', '0100010']",1,6,23,19,6,42,9.142857142857142,48,45,1,32,118,93,43,3,34,0,0,0,0,7,7,7,7,7,7,0,0,0,0
"['0110', '1011', '1110', '0011']",1,4,6,10,4,16,4.0,11,16,1,6,11,14,3,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0
"['1000011', '1001111', '0000101', '0011010', '1111001', '1100001', '1001110', '0111010']",1,8,27,29,8,56,18.142857142857142,92,82,1,67,79,5,26,121,97,78,58,0,0,7,7,7,7,7,7,7,7,0,0
"['1111111', '0001111', '0011110', '0100010', '1000010', '0101100', '0110011', '1001110']",1,8,26,30,8,56,17.142857142857142,93,85,1,127,15,30,34,66,44,51,78,0,0,7,7,7,7,7,7,7,7,0,0
"['10110', '00010', '11111', '00000', '00101', '00011', '10001', '01000', '00100']",1,9,28,17,9,45,20.8,88,113,1,22,2,31,0,5,3,17,8,4,0,5,5,5,5,5,5,5,5,5,0
"['10000', '11010', '01111', '00011', '01010', '11110', '00101', '11100', '10100', '00100']",1,10,26,24,10,50,26.400000000000002,111,140,1,16,26,15,3,10,30,5,28,20,4,5,5,5,5,5,5,5,5,5,5
"['0011', '0001', '1100', '1010', '0010', '1101', '1111', '0111', '1011']",1,9,15,21,9,36,21.25,74,108,1,3,1,12,10,2,13,15,7,11,0,4,4,4,4,4,4,4,4,4,0
"['0000', '0011', '0001', '0010', '0110', '1111', '1110', '0100', '0111', '1011']",1,10,20,20,10,40,24.75,90,133,1,0,3,1,2,6,15,14,4,7,11,4,4,4,4,4,4,4,4,4,4
"['111010', '011100', '101001', '010011', '001011', '010000', '010010', '000011']",1,8,27,21,8,48,18.166666666666668,73,89,1,58,28,41,19,11,16,18,3,0,0,6,6,6,6,6,6,6,6,0,0
"['00110', '10110', '00010', '11011', '10111']",1,5,11,14,5,25,6.4,20,27,1,6,22,2,27,23,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0
"['1001', '1100', '0110', '0111', '1011']",1,5,8,12,5,20,6.5,22,24,1,9,12,6,7,11,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0
"['1111010', '0111101', '0110000', '0001010', '1010100']",1,5,18,17,5,35,6.142857142857142,32,31,1,122,61,48,10,84,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0
"['1100', '1110', '1000', '1011']",1,4,7,9,4,16,3.5,11,17,1,12,14,8,11,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0
"['100111', '110010', '111100', '001010', '101010', '000111', '000101', '001011', '001100', '001110']",1,10,31,29,10,60,30.0,121,157,1,39,50,60,10,42,7,5,11,12,14,6,6,6,6,6,6,6,6,6,6
"['011110', '011101', '000001', '001101', '001110', '100010']",1,6,19,17,6,36,9.5,42,50,1,30,29,1,13,14,34,0,0,0,0,6,6,6,6,6,6,0,0,0,0
"['1101', '0110', '1001', '0101', '0111']",1,5,8,12,5,20,7.0,18,27,1,13,6,9,5,7,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0
"['000100', '001110', '000011', '101011']",1,4,14,10,4,24,3.833333333333333,17,18,1,4,14,3,43,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0
"['011001', '111010', '011100', '011011', '100110', '101100', '101001', '011000', '010001']",1,9,27,27,9,54,26.333333333333332,88,108,1,25,58,28,27,38,44,41,24,17,0,6,6,6,6,6,6,6,6,6,0
"['110001', '110100', '001010', '100101', '001100', '001101', '101000', '001111']",1,8,26,22,8,48,19.166666666666668,76,92,1,49,52,10,37,12,13,40,15,0,0,6,6,6,6,6,6,6,6,0,0
"['0000011', '0001100', '1101100', '0100010']",1,4,18,10,4,28,3.857142857142857,21,24,1,3,12,108,34,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
"['1100', '0110', '1111', '1110', '0100', '1001', '1000', '0111', '1011']",1,9,15,21,9,36,21.5,72,101,1,12,6,15,14,4,9,8,7,11,0,4,4,4,4,4,4,4,4,4,0
"['0000111', '1000101', '1001111', '1101110', '0111100', '0000001', '1010101']",1,7,24,25,7,49,12.285714285714285,69,60,1,7,69,79,110,60,1,85,0,0,0,7,7,7,7,7,7,7,0,0,0
"['1111101', '0100000', '1111110', '1110010', '0111001', '1100001', '1011101']",1,7,20,29,7,49,13.142857142857142,65,65,1,125,32,126,114,57,97,93,0,0,0,7,7,7,7,7,7,7,0,0,0
"['0001101', '0011100', '0000101', '1100001', '0010001']",1,5,22,13,5,35,6.714285714285714,29,38,1,13,28,5,97,17,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0
"['011001', '110111', '000011', '101110']",1,4,10,14,4,24,3.6666666666666665,18,14,1,25,55,3,46,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0
"['0000', '1010', '0010', '1111', '0100', '1001', '0111']",1,7,15,13,7,28,11.25,45,51,1,0,10,2,15,4,9,7,0,0,0,4,4,4,4,4,4,4,0,0,0
"['0101000', '0100000', '0111111', '0000101', '1100000']",1,5,22,13,5,35,5.714285714285714,34,44,1,40,32,63,5,96,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0
"['100110', '110100', '101010', '101111', '111010']",1,5,12,18,5,30,6.666666666666667,23,33,1,38,52,42,47,58,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0
"['000111', '111110', '001000', '101101']",1,4,11,13,4,24,3.1666666666666665,21,15,1,7,62,8,45,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0
"['011001', '000100', '011111', '011011', '001001', '010111', '111011', '000011', '101000']",1,9,26,28,9,54,21.666666666666668,97,117,1,25,4,31,27,9,23,59,3,40,0,6,6,6,6,6,6,6,6,6,0
"['1001', '1100', '1010', '1110', '0100', '0111']",1,6,11,13,6,24,9.5,31,37,1,9,12,10,14,4,7,0,0,0,0,4,4,4,4,4,4,0,0,0,0
"['110110', '010101', '110001', '011010', '110000', '111101', '001101', '101000']",1,8,23,25,8,48,18.333333333333332,73,81,1,54,21,49,26,48,61,13,40,0,0,6,6,6,6,6,6,6,6,0,0
"['101101', '100001', '100111', '110000', '000101', '010010', '001101']",1,7,23,19,7,42,14.166666666666666,54,62,1,45,33,39,48,5,18,13,0,0,0,6,6,6,6,6,6,6,0,0,0
"['0001', '0011', '1011']",1,3,6,6,3,12,2.0,4,9,1,1,3,11,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
"['1000100', '0000000', '0111111', '1001001']",1,4,17,11,4,28,3.0,24,14,1,68,0,63,73,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
"['00110', '10110', '10101', '01010', '01000', '01110']",1,6,16,14,6,30,10.6,31,51,1,6,22,21,10,8,14,0,0,0,0,5,5,5,5,5,5,0,0,0,0
"['10011', '01011', '01111', '00011', '01010', '00000', '01001', '11100', '00100']",1,9,25,20,9,45,22.0,87,113,1,19,11,15,3,10,0,9,28,4,0,5,5,5,5,5,5,5,5,5,0
"['0111', '1111', '0100']",1,3,4,8,3,12,1.5,6,9,1,7,15,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
"['110001', '111111', '010101', '100010']",1,4,10,14,4,24,3.3333333333333335,17,17,1,49,63,21,34,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0
