label,isCode,wordsLen,ZeroLen,OneLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,kraftMcMilanSatisfied,WordsWithSameSizeLen
"['00', '110001']",1,2,5,3,8,0.5,4,0,0,1,0
"['0', '111', '1110100']",1,3,4,7,11,0.85,13,8,0,1,0
"['00110', '100', '1100110', '110', '0100010']",1,5,14,11,25,6.330952380952381,29,36,0,1,4
"['001110', '01']",1,2,4,4,8,0.5,4,2,0,1,0
['00010'],1,1,4,1,5,0,0,0,1,1,0
"['001', '10111', '0101110']",1,3,6,9,15,1.7333333333333334,9,4,0,1,0
"['1000', '11', '00010', '0010010']",1,4,12,6,18,3.124098124098124,19,17,0,1,0
['0'],1,1,1,0,1,0,0,0,1,1,0
"['101', '010100', '0101', '110']",1,4,8,8,16,4.006349206349206,13,15,0,1,2
"['000', '0100']",1,2,6,1,7,0.5714285714285714,1,6,0,1,0
"['0110101', '100', '00010', '010111', '101000', '0111010']",1,6,18,16,34,9.054034854034853,48,43,0,1,4
['11100'],1,1,2,3,5,0,0,0,1,1,0
"['1101101', '101', '110010']",1,3,6,10,16,2.0358974358974358,9,12,0,1,0
"['100', '1000', '001110', '1001001']",1,4,12,8,20,3.6442446442446443,20,19,0,1,0
"['101', '011', '001010', '10']",1,4,7,7,14,3.7,15,12,0,1,2
"['0100010', '1101']",1,2,6,5,11,0.36363636363636365,4,0,0,1,0
"['101010', '0', '10001', '000011', '1011']",1,5,12,10,22,5.325974025974026,31,24,0,1,2
['11010'],1,1,2,3,5,0,0,0,1,1,0
"['10', '110', '011000', '11110', '001', '10000']",1,6,13,11,24,7.96002886002886,43,40,0,1,4
"['100', '110', '01']",1,3,4,4,8,1.4666666666666668,5,6,0,1,2
['101'],1,1,1,2,3,0,0,0,1,1,0
"['01100', '0010100']",1,2,8,4,12,0.8333333333333334,2,7,0,1,0
"['11110', '1100000']",1,2,6,6,12,0.5,4,3,0,1,0
"['1001', '10']",1,2,3,3,6,0.6666666666666666,2,3,0,1,0
"['100', '1111', '010000', '110101', '000011', '0101']",1,6,15,14,29,8.034920634920635,46,43,0,1,5
"['00', '1110']",1,2,3,3,6,0.3333333333333333,3,2,0,1,0
"['10110', '0101', '1101110', '11100']",1,4,8,13,21,3.9565656565656564,17,15,0,1,2
['11'],1,1,0,2,2,0,0,0,1,1,0
"['101001', '00', '010011', '001']",1,4,10,7,17,3.966666666666667,17,14,0,1,2
"['0', '101110', '1101']",1,3,4,7,11,1.2857142857142856,11,4,0,1,0
"['0110', '11011', '00010']",1,3,7,7,14,1.7333333333333334,8,5,0,1,2
['1101000'],1,1,4,3,7,0,0,0,1,1,0
['100110'],1,1,3,3,6,0,0,0,1,1,0
"['0001', '1001', '011', '0010']",1,4,9,6,15,3.9642857142857144,11,13,0,1,3
"['1', '100001', '00100']",1,3,8,4,12,1.1645021645021645,12,4,0,1,0
"['0110', '010011', '0101', '001010']",1,4,11,9,20,4.416666666666667,14,19,0,1,4
"['00', '1100', '111001', '0111', '00100']",1,5,11,10,21,5.627994227994228,28,31,0,1,2
['1111011'],1,1,1,6,7,0,0,0,1,1,0
"['01111', '010']",1,2,3,5,8,0.5,3,3,0,1,0
"['01001', '1010011', '110']",1,3,7,8,15,1.7333333333333334,9,7,0,1,0
"['0010011', '1001100']",1,2,8,6,14,0.7142857142857143,4,3,1,1,2
"['00', '1110', '11']",1,3,3,5,8,1.0,7,6,0,1,2
"['1111101', '111100', '00100']",1,3,7,11,18,1.648018648018648,10,10,0,1,0
"['000100', '1100']",1,2,7,3,10,0.6,3,5,0,1,0
"['1100', '1010111', '011010', '10000']",1,4,11,11,22,3.491142191142191,19,13,0,1,0
['0010011'],1,1,4,3,7,0,0,0,1,1,0
"['1011110', '10']",1,2,3,6,9,0.4444444444444444,5,4,0,1,0
"['100', '011011', '1000111']",1,3,7,9,16,1.6598290598290597,12,9,0,1,0
"['110110', '11', '1001100', '11110', '001101']",1,5,10,16,26,5.978576978576978,30,28,0,1,2
"['00101', '0', '0110001']",1,3,8,5,13,1.0833333333333333,13,7,0,1,0
"['10001', '0001100', '100', '101101']",1,4,12,9,21,4.025990675990676,18,18,0,1,0
"['0011010', '1001110']",1,2,7,7,14,0.8571428571428571,2,3,1,1,2
"['0001', '000100', '100110']",1,3,11,5,16,2.0666666666666664,7,10,0,1,2
"['11000', '101', '11010']",1,3,6,7,13,2.05,6,8,0,1,2
['111001'],1,1,2,4,6,0,0,0,1,1,0
"['11', '00000', '10010', '101011']",1,4,10,8,18,2.7623376623376625,20,13,0,1,2
['00100'],1,1,4,1,5,0,0,0,1,1,0
"['000', '11', '1010', '0010000']",1,4,11,5,16,2.6057720057720055,21,16,0,1,0
"['11011', '1000000']",1,2,7,5,12,0.3333333333333333,5,2,0,1,0
['0000111'],1,1,4,3,7,0,0,0,1,1,0
"['11001', '01100', '10010', '11', '00001', '1011']",1,6,13,13,26,8.688888888888888,40,39,0,1,4
['1001'],1,1,2,2,4,0,0,0,1,1,0
"['10100', '0001', '1000101', '1000', '11100', '001111']",1,6,17,14,31,8.7512432012432,45,50,0,1,4
"['1101101', '01000']",1,2,6,6,12,0.5,4,0,0,1,0
"['00110', '1001', '00001', '1001101']",1,4,12,9,21,3.993939393939394,16,18,0,1,2
['1000110'],1,1,4,3,7,0,0,0,1,1,0
"['001010', '101100', '1111', '10101', '01010']",1,5,12,14,26,6.468686868686869,25,23,0,1,4
['00'],1,1,2,0,2,0,0,0,1,1,0
"['0111110', '10100']",1,2,5,7,12,0.5,4,2,0,1,0
['001010'],1,1,4,2,6,0,0,0,1,1,0
"['0010000', '000110', '1010011', '00000', '01']",1,5,19,8,27,5.357919857919858,35,35,0,1,2
"['1101', '0', '10010']",1,3,5,5,10,1.4,9,4,0,1,0
"['1001000', '0000', '1001110', '10100']",1,4,15,8,23,3.582972582972583,16,24,0,1,2
"['1', '011010', '101111', '0110110']",1,4,7,13,20,3.0265567765567765,23,13,0,1,2
"['0101011', '11', '0', '111101']",1,4,5,11,16,1.9416971916971917,25,15,0,1,0
['1'],1,1,0,1,1,0,0,0,1,1,0
"['100101', '1010001', '110', '11']",1,4,8,10,18,3.358119658119658,19,22,0,1,0
['1000000'],1,1,6,1,7,0,0,0,1,1,0
"['11110', '101', '0', '0110']",1,4,5,8,13,2.9714285714285715,17,12,0,1,0
"['0', '10', '110010']",1,3,5,4,9,1.4523809523809523,10,7,0,1,0
"['100', '10110', '111', '110', '000011', '0010011']",1,6,13,14,27,8.535198135198135,45,47,0,1,3
"['0111', '001011', '0011']",1,3,6,8,14,2.15,5,12,0,1,2
"['1', '1100001', '111101']",1,3,5,9,14,1.151098901098901,14,14,0,1,0
['110'],1,1,1,2,3,0,0,0,1,1,0
['010'],1,1,2,1,3,0,0,0,1,1,0
['10'],1,1,1,1,2,0,0,0,1,1,0
"['100', '1100', '010', '111']",1,4,6,7,13,3.333333333333333,11,14,0,1,3
"['11', '0']",1,2,1,2,3,0.0,2,0,0,1,0
['10100'],1,1,3,2,5,0,0,0,1,1,0
"['1001', '11100']",1,2,4,5,9,0.6666666666666666,3,2,0,1,0
"['01011', '10', '111101']",1,3,4,9,13,1.6168831168831168,10,7,0,1,0
"['10001', '0110']",1,2,5,4,9,0.4444444444444444,4,0,0,1,0
"['111111', '100', '1100', '001010', '000111', '1110', '101110', '01']",1,8,15,22,37,14.728571428571428,88,81,0,1,6
"['10000', '011100']",1,2,7,4,11,0.5454545454545454,3,3,0,1,0
"['0010', '10011']",1,2,5,4,9,0.6666666666666666,2,0,0,1,0
['01'],1,1,1,1,2,0,0,0,1,1,0
"['1100100', '1110', '0']",1,3,6,6,12,1.1954545454545453,12,7,0,1,0
"['011111', '10', '01011', '11', '1000010', '0111010']",1,6,12,17,29,7.364441114441115,56,43,0,1,4
['11111'],1,1,0,5,5,0,0,0,1,1,0
"['1', '1101']",1,2,1,4,5,0.4,3,4,0,1,0
"['0100000', '10010', '100010', '000101', '11', '01', '10100', '00111']",1,8,23,15,38,15.759340659340658,85,72,0,1,7
"['01100', '1001011']",1,2,6,6,12,0.5,4,0,0,1,0
"['100000', '0', '010110']",1,3,9,4,13,1.0714285714285714,14,8,0,1,2
"['0', '111']",1,2,1,3,4,0.0,3,0,0,1,0
"['010', '0001110', '1100', '00011', '01']",1,5,12,9,21,5.643867243867244,31,31,0,1,0
"['1', '1001', '10000']",1,3,6,4,10,1.4,9,10,0,1,0
"['0101', '001011']",1,2,5,5,10,0.8,2,2,0,1,0
['10101'],1,1,2,3,5,0,0,0,1,1,0
"['0101000', '0000000', '0110000']",1,3,17,4,21,1.857142857142857,6,25,1,1,3
"['00110', '0']",1,2,4,2,6,0.3333333333333333,4,4,0,1,0
"['1', '10', '0100']",1,3,4,3,7,1.7333333333333334,6,4,0,1,0
"['00', '0001010']",1,2,7,2,9,0.4444444444444444,5,6,0,1,0
['0101100'],1,1,4,3,7,0,0,0,1,1,0
"['101', '1000101']",1,2,5,5,10,0.6,4,7,0,1,0
['1100111'],1,1,2,5,7,0,0,0,1,1,0
"['000', '01']",1,2,4,1,5,0.4,2,2,0,1,0
"['0001', '00000', '111101', '1000', '011']",1,5,13,9,22,4.616738816738817,32,30,0,1,2
"['10001', '0', '01010', '1000001']",1,4,12,6,18,2.683333333333333,23,14,0,1,2
"['1000', '0', '01010']",1,3,7,3,10,1.4,9,8,0,1,0
"['11000', '11001', '1100', '000', '0101111', '0011010', '010']",1,7,18,16,34,12.523448773448774,63,69,0,1,6
"['110', '101011']",1,2,3,6,9,0.4444444444444444,3,3,0,1,0
"['1', '001']",1,2,2,2,4,0.5,2,2,0,1,0
"['1111100', '000', '00010', '11', '0110000', '0101']",1,6,16,12,28,7.309884559884559,54,47,0,1,2
['01101'],1,1,2,3,5,0,0,0,1,1,0
"['1', '001100']",1,2,4,3,7,0.2857142857142857,5,0,0,1,0
"['1000', '11', '10']",1,3,4,4,8,1.5,6,7,0,1,2
['0000011'],1,1,5,2,7,0,0,0,1,1,0
"['0000', '0011', '01111', '1111', '111101', '011101']",1,6,10,19,29,8.447474747474747,39,56,0,1,5
"['00111', '0100101', '0001111', '110', '101110', '001100', '0010111', '101011']",1,8,21,26,47,18.124797424797425,82,85,0,1,6
['1011000'],1,1,4,3,7,0,0,0,1,1,0
"['11', '0011']",1,2,2,4,6,0.6666666666666666,2,4,0,1,0
"['00', '101', '0110001']",1,3,7,5,12,1.4444444444444444,11,5,0,1,0
"['1001000', '10']",1,2,6,3,9,0.4444444444444444,5,3,0,1,0
"['01111', '101', '11011', '010']",1,4,5,11,16,3.5166666666666666,15,13,0,1,4
['000100'],1,1,5,1,6,0,0,0,1,1,0
"['00001', '10', '1110', '001100', '11110', '010']",1,6,13,12,25,8.063924963924963,44,44,0,1,2
"['100101', '000', '0011', '1']",1,4,8,6,14,2.723809523809524,18,12,0,1,0
"['1', '000', '001', '01']",1,4,6,3,9,3.033333333333333,10,13,0,1,2
"['0001', '0010', '0110', '11', '1100100']",1,5,12,9,21,5.595959595959596,30,24,0,1,3
"['0101', '11', '1010']",1,3,4,6,10,2.083333333333333,6,6,0,1,2
"['10110', '0010']",1,2,5,4,9,0.4444444444444444,2,3,0,1,0
"['100', '10000']",1,2,6,2,8,0.75,2,5,0,1,0
['1011011'],1,1,2,5,7,0,0,0,1,1,0
"['1', '1100', '10110', '0000']",1,4,8,6,14,2.3444444444444446,18,12,0,1,2
"['01001', '11', '101']",1,3,4,6,10,1.8714285714285714,6,9,0,1,0
"['010101', '111001', '0100011', '000101', '0111101', '111011', '1111001', '1100100']",1,8,22,30,52,17.82967032967033,80,104,0,1,8
"['0', '1111111']",1,2,1,7,8,0.0,7,0,0,1,0
"['01100', '0100111', '01111', '0', '01000', '0101', '0111010']",1,7,17,17,34,11.544155844155844,65,80,0,1,5
"['011011', '1', '11101', '00000', '00111']",1,5,10,12,22,3.9705627705627706,36,24,0,1,3
"['00', '1100', '0011010']",1,3,8,5,13,1.8383838383838382,10,13,0,1,0
"['1', '01']",1,2,1,2,3,0.6666666666666666,1,2,0,1,0
"['0', '1011']",1,2,2,3,5,0.4,3,0,0,1,0
"['1001111', '0100', '1010101', '1000', '1100000']",1,5,16,13,29,6.282467532467533,36,27,0,1,5
"['110001', '0101', '00111']",1,3,7,8,15,1.812121212121212,9,8,0,1,0
"['0111110', '0', '1100010']",1,3,7,8,15,0.9285714285714286,16,9,0,1,2
"['00001', '0001101', '010', '111100']",1,4,12,9,21,3.0362859362859362,22,17,0,1,0
"['0001', '10']",1,2,4,2,6,0.3333333333333333,3,2,0,1,0
"['100', '1110001', '11', '000110']",1,4,9,9,18,3.0042735042735043,24,13,0,1,0
['1000001'],1,1,5,2,7,0,0,0,1,1,0
"['1010011', '10']",1,2,4,5,9,0.4444444444444444,5,3,0,1,0
"['101', '1001011', '1', '0111001', '10000']",1,5,11,12,23,4.771428571428571,40,31,0,1,2
"['1', '00', '110', '01000']",1,4,7,4,11,2.3047619047619046,16,12,0,1,0
"['1', '00101', '010101']",1,3,6,6,12,1.3463203463203464,10,9,0,1,0
"['000', '1101', '1110', '0100', '01', '101011']",1,6,11,12,23,7.503968253968254,38,33,0,1,3
"['11000', '0000101', '000101', '000010', '001']",1,5,19,8,27,6.703729603729604,28,46,0,1,2
"['0101011', '00', '1']",1,3,5,5,10,0.6944444444444444,13,4,0,1,0
"['1101100', '0100101', '0', '1001', '11100']",1,5,12,12,24,5.077489177489177,38,23,0,1,2
"['1110', '010', '1010']",1,3,5,6,11,1.9285714285714284,4,10,0,1,2
"['000101', '1110101']",1,2,6,7,13,0.6153846153846154,3,5,0,1,0
"['0101001', '1110101', '110', '0010110', '0111']",1,5,12,16,28,5.846753246753247,34,26,0,1,3
"['00', '110', '0001010', '0100001', '1001', '1000']",1,6,18,9,27,8.431962481962481,47,39,0,1,4
"['0000', '0100', '100010']",1,3,11,3,14,1.9,6,10,0,1,2
['1001100'],1,1,4,3,7,0,0,0,1,1,0
['1101'],1,1,1,3,4,0,0,0,1,1,0
"['1', '0000', '01']",1,3,5,2,7,1.0,8,4,0,1,0
"['00', '000010', '001']",1,3,9,2,11,1.9666666666666668,8,13,0,1,0
"['110010', '0001110', '111', '1101', '0100101', '110011', '0111', '100000', '10100', '10011']",1,10,25,28,53,28.41159396159396,128,142,0,1,9
"['0000', '1110111', '000101', '010100', '001011', '010010', '011']",1,7,21,17,38,12.467532467532468,63,63,0,1,4
"['011', '101111', '11011']",1,3,3,11,14,2.143939393939394,7,14,0,1,0
"['10', '1', '001001', '00000', '1001']",1,5,12,6,18,4.7764790764790765,31,24,0,1,0
"['011011', '1010111']",1,2,4,9,13,0.7692307692307693,3,3,0,1,0
"['01101', '0000', '00010']",1,3,10,4,14,1.9333333333333331,7,12,0,1,2
"['011111', '100', '10', '100101', '000001', '001']",1,6,14,12,26,7.311111111111111,51,41,0,1,5
['1111'],1,1,0,4,4,0,0,0,1,1,0
"['101101', '11', '000']",1,3,5,6,11,0.9444444444444444,11,4,0,1,0
['111110'],1,1,1,5,6,0,0,0,1,1,0
"['101', '1010', '100101', '1', '1001']",1,5,8,10,18,6.116666666666666,24,45,0,1,2
"['1', '000001', '00001', '001']",1,4,11,4,15,3.4448051948051948,17,25,0,1,0
"['0111', '01101']",1,2,3,6,9,0.8888888888888888,1,4,0,1,0
"['11111', '10100', '01011']",1,3,5,10,15,1.4,8,8,1,1,3
['10010'],1,1,3,2,5,0,0,0,1,1,0
"['00', '01010', '0110010']",1,3,9,5,14,1.5158730158730158,10,15,0,1,0
"['0011000', '110110']",1,2,7,6,13,0.6153846153846154,4,2,0,1,0
"['1100', '1001101', '0001100', '1101001', '00111']",1,5,15,15,30,6.301587301587301,31,30,0,1,3
"['110', '01010']",1,2,4,4,8,0.5,2,3,0,1,0
"['100', '1001011', '10110']",1,3,7,8,15,2.0166666666666666,9,10,0,1,0
"['000100', '10', '1000101', '0110', '01010']",1,5,15,9,24,6.198235098235098,29,25,0,1,0
"['11001', '101', '111', '01', '001111']",1,5,6,13,19,6.094660894660895,26,36,0,1,2
"['10001', '10', '1']",1,3,4,4,8,1.5714285714285714,8,9,0,1,0
"['1000', '0', '0011', '1101110']",1,4,8,8,16,2.6409090909090907,23,14,0,1,2
"['100100', '111', '011111', '011100']",1,4,8,13,21,3.2777777777777777,20,19,0,1,3
"['00', '011111', '01100', '01111', '0111']",1,5,8,14,22,5.8505772005772005,26,47,0,1,2
"['00', '10110', '011', '0110110']",1,4,8,9,17,3.5992063492063493,18,20,0,1,0
"['100001', '000', '0110001', '11100', '001111']",1,5,15,12,27,5.853302253302253,34,28,0,1,2
"['101', '1001101', '101100', '0010', '1110']",1,5,11,13,24,6.333300033300033,26,26,0,1,2
"['01001', '111011', '101011']",1,3,6,11,17,2.106060606060606,6,12,0,1,2
"['1011000', '110110']",1,2,6,7,13,0.7692307692307693,3,2,0,1,0
"['101', '011010']",1,2,4,5,9,0.6666666666666666,3,0,0,1,0
"['1', '110', '0000111']",1,3,5,6,11,1.15,13,7,0,1,0
"['01', '111111', '1101']",1,3,2,10,12,1.5166666666666666,10,11,0,1,0
"['111101', '0101111', '111', '00010']",1,4,7,14,21,2.995687645687646,22,21,0,1,0
['001'],1,1,2,1,3,0,0,0,1,1,0
"['0100000', '1110100', '100', '0010', '1110111', '1']",1,6,15,14,29,6.847402597402597,61,39,0,1,3
"['0011110', '001010', '001000', '111011']",1,4,13,12,25,3.666666666666667,17,22,0,1,3
['111'],1,1,0,3,3,0,0,0,1,1,0
"['100', '1011', '010011', '00011']",1,4,9,9,18,4.113852813852814,13,21,0,1,0
"['1101010', '0', '01', '011100']",1,4,8,8,16,2.762210012210012,24,15,0,1,0
"['0101010', '01111', '001010', '00011']",1,4,12,11,23,3.8086247086247087,14,21,0,1,2
"['100', '111111', '1100011']",1,3,5,11,16,1.4376068376068376,12,12,0,1,0
['01001'],1,1,3,2,5,0,0,0,1,1,0
"['1', '0111']",1,2,1,4,5,0.4,3,2,0,1,0
['01011'],1,1,2,3,5,0,0,0,1,1,0
"['01', '1110', '11']",1,3,2,6,8,1.5,6,8,0,1,2
"['0110', '11011', '111', '10']",1,4,4,10,14,3.626190476190476,14,15,0,1,0
"['0000', '100', '1101000', '101100', '0010', '010011', '1101110', '10101', '11100']",1,9,25,22,47,21.898285048285047,102,109,0,1,8
"['00', '00110', '01000']",1,3,9,3,12,1.7428571428571429,9,17,0,1,2
"['000111', '0', '11', '0101']",1,4,6,7,13,2.4523809523809526,19,12,0,1,0
['101111'],1,1,1,5,6,0,0,0,1,1,0
['0000001'],1,1,6,1,7,0,0,0,1,1,0
"['1', '00', '10']",1,3,3,2,5,1.1666666666666665,4,4,0,1,2
"['1', '111110', '111001']",1,3,3,10,13,1.2380952380952381,13,10,0,1,2
"['1111', '1000111', '01']",1,3,4,9,13,1.323232323232323,11,12,0,1,0
"['11', '11100', '1101']",1,3,3,8,11,1.9047619047619047,7,13,0,1,0
"['100', '001001', '100110', '1011100']",1,4,12,10,22,3.6769230769230767,19,20,0,1,2
"['10110', '111', '100101', '0001111', '0011010', '011101', '01']",1,7,15,21,36,12.455255855255855,68,52,0,1,4
"['11000', '0001', '0001001', '010011', '1001', '0110100']",1,6,20,13,33,10.024658674658674,42,47,0,1,4
"['00011', '10']",1,2,4,3,7,0.2857142857142857,4,2,0,1,0
"['11110', '0111111']",1,2,2,10,12,0.6666666666666666,3,5,0,1,0
"['110110', '0101101', '010111', '0011010', '0010001']",1,5,16,17,33,6.9523809523809526,27,29,0,1,5
"['00', '110100', '010011', '0111100', '1101001']",1,5,14,14,28,6.05006105006105,35,32,0,1,4
"['001101', '1000011', '01', '10000']",1,4,12,8,20,3.224331224331224,23,18,0,1,0
"['11111', '0011100']",1,2,4,8,12,0.5,4,0,0,1,0
"['10', '1011', '110011']",1,3,4,8,12,1.9666666666666668,8,12,0,1,0
"['1100', '1000111', '1010', '010000']",1,4,12,9,21,3.656293706293706,20,13,0,1,2
"['110001', '111101']",1,2,4,8,12,0.6666666666666666,2,6,1,1,2
"['010101', '111000', '0010000', '1', '100101', '110']",1,6,16,13,29,7.242185592185592,57,35,0,1,3
"['001011', '1110101']",1,2,5,8,13,0.6153846153846154,3,3,0,1,0
"['00', '1111', '1111110']",1,3,3,10,13,0.9494949494949495,13,10,0,1,0
"['1000101', '01000', '00111']",1,3,10,7,17,1.7333333333333334,11,5,0,1,2
"['1100110', '0', '111', '010010']",1,4,8,9,17,2.3493894993894995,24,13,0,1,0
['0101110'],1,1,3,4,7,0,0,0,1,1,0
['1110101'],1,1,2,5,7,0,0,0,1,1,0
"['1110', '0000001']",1,2,7,4,11,0.18181818181818182,6,2,0,1,0
"['010101', '1001001', '101', '111110', '0011010', '0111', '1000', '011']",1,8,18,22,40,16.125369075369075,90,72,0,1,8
"['01001', '10000']",1,2,7,3,10,0.6,3,2,1,1,2
"['00', '0101']",1,2,4,2,6,0.6666666666666666,2,2,0,1,0
"['1001', '0']",1,2,3,2,5,0.4,3,0,0,1,0
"['00', '01101', '111', '0100', '00001', '10011']",1,6,13,11,24,7.544444444444444,39,35,0,1,3
"['101', '0', '1100', '1010010']",1,4,8,7,15,3.0487012987012987,20,12,0,1,0
"['1101', '0010011', '1101100']",1,3,8,10,18,1.6623376623376624,12,12,0,1,2
"['110110', '0', '111']",1,3,3,7,10,0.9523809523809523,11,6,0,1,0
"['0', '0010001']",1,2,6,2,8,0.25,6,2,0,1,0
"['101', '0010000', '110', '00011', '001']",1,5,13,8,21,5.316666666666666,33,27,0,1,3
['1011'],1,1,1,3,4,0,0,0,1,1,0
"['001', '10100']",1,2,5,3,8,0.5,3,3,0,1,0
"['1011100', '10', '0110', '110111', '0']",1,5,8,12,20,5.30999555999556,35,20,0,1,0
"['11', '101100', '110']",1,3,4,7,11,1.9666666666666668,8,8,0,1,0
"['11100', '0011']",1,2,4,5,9,0.4444444444444444,4,4,0,1,0
['001000'],1,1,5,1,6,0,0,0,1,1,0
"['10', '0000100']",1,2,7,2,9,0.4444444444444444,5,2,0,1,0
"['0001101', '01']",1,2,5,4,9,0.4444444444444444,5,3,0,1,0
"['0001', '011']",1,2,4,3,7,0.5714285714285714,2,2,0,1,0
['00000'],1,1,5,0,5,0,0,0,1,1,0
"['011101', '0', '010', '10011']",1,4,7,8,15,2.831168831168831,21,11,0,1,0
"['00110', '000', '1', '00111']",1,4,8,6,14,2.716666666666667,17,17,0,1,2
"['011', '01', '101111']",1,3,3,8,11,1.9666666666666668,8,8,0,1,0
"['00', '100111', '000111', '11011', '110101', '0101', '0010111', '0110111']",1,8,17,26,43,18.616827616827617,74,101,0,1,5
"['1', '0']",1,2,1,1,2,0.0,1,0,1,1,2
"['1', '10']",1,2,1,2,3,0.6666666666666666,1,2,0,1,0
['01110'],1,1,2,3,5,0,0,0,1,1,0
"['1', '011']",1,2,1,3,4,0.5,2,2,0,1,0
"['110001', '011010', '111']",1,3,6,9,15,2.0,9,6,0,1,2
"['110101', '11100', '00111']",1,3,6,10,16,1.8727272727272726,9,11,0,1,2
"['110', '10011']",1,2,3,5,8,0.5,3,3,0,1,0
"['011011', '110000', '011101', '00101', '010']",1,5,13,13,26,6.179292929292929,30,28,0,1,3
['100000'],1,1,5,1,6,0,0,0,1,1,0
"['11', '10100']",1,2,3,4,7,0.5714285714285714,3,2,0,1,0
['11011'],1,1,1,4,5,0,0,0,1,1,0
"['1111100', '10']",1,2,3,6,9,0.4444444444444444,5,2,0,1,0
['11000'],1,1,3,2,5,0,0,0,1,1,0
"['00', '100', '10']",1,3,5,2,7,2.1,3,9,0,1,2
"['0111', '0101', '010111']",1,3,5,9,14,2.35,5,14,0,1,2
"['11000', '000', '1010', '1111', '11011', '1000', '010']",1,7,14,14,28,11.90952380952381,46,61,0,1,7
"['00', '0000111', '10110', '0001001', '0100011', '11011', '1010100']",1,7,22,18,40,12.125396825396825,76,58,0,1,6
"['0010', '11', '0000011', '1011', '0110111']",1,5,11,13,24,5.1810966810966805,35,29,0,1,4
"['101101', '111', '101111']",1,3,3,12,15,2.1666666666666665,7,19,0,1,2
"['111100', '1010', '010100', '11', '00101', '001101']",1,6,14,15,29,9.238095238095237,42,40,0,1,3
"['1000011', '00100']",1,2,8,4,12,0.5,4,0,0,1,0
"['11001', '01101', '010110', '01110']",1,4,9,12,21,4.2,14,17,0,1,3
"['00', '111111', '0101111', '01010', '100100']",1,5,11,15,26,4.683705183705183,38,29,0,1,2
"['101', '0011111', '1110', '00011', '0100', '0111', '000010']",1,7,16,17,33,11.256127206127205,65,58,0,1,3
"['1100', '0', '0111010']",1,3,6,6,12,1.3772727272727274,12,8,0,1,0
"['0011110', '101', '000001', '10011']",1,4,11,10,21,3.268104118104118,22,13,0,1,0
"['01011', '0011101', '01', '1011']",1,4,7,11,18,3.783549783549783,18,17,0,1,0
"['0111', '110', '01111', '0']",1,4,4,9,13,3.1936507936507934,15,19,0,1,0
"['1110011', '01000']",1,2,6,6,12,0.5,4,0,0,1,0
