label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart
"['1000001', '0010', '0101000', '0111011', '11', '0001', '000', '011110']",1,8,23,17,5,40,14.545193695193694,100,79
"['0', '010']",1,2,3,1,0,4,0.5,2,4
"['10100', '0001010', '00', '0100']",1,4,13,5,0,18,3.965367965367965,17,29
"['001', '0010011']",1,2,6,4,0,10,0.6,4,4
"['0', '10', '10011']",1,3,4,4,0,8,1.5714285714285714,8,5
"['10', '000001', '01010']",1,3,9,4,0,13,1.185064935064935,11,7
"['110000', '010000', '1110000', '10001', '0101011', '0001101', '0111']",1,7,24,18,5,42,12.328527028527029,70,71
"['0101', '10']",1,2,3,3,0,6,0.6666666666666666,2,2
"['101000', '1']",1,2,4,3,0,7,0.2857142857142857,5,2
"['110110', '01', '1111', '10', '1000011']",1,5,8,13,2,21,4.834576534576534,36,29
"['1001', '1100']",1,2,4,4,2,8,0.75,2,2
"['1011000', '111001', '1111']",1,3,6,11,0,17,1.932867132867133,8,12
"['11011', '10', '0011100', '110101']",1,4,8,12,0,20,3.5403485403485404,22,14
"['101', '110', '0001000']",1,3,8,5,2,13,1.4666666666666668,12,4
"['10011', '1110']",1,2,3,6,0,9,0.4444444444444444,3,3
"['0101', '1110010', '0111', '101101']",1,4,8,13,2,21,4.01013986013986,16,17
"['11010', '00111', '1000', '01010', '101111']",1,5,11,14,3,25,5.9959595959595955,28,27
"['00', '1010010']",1,2,6,3,0,9,0.4444444444444444,5,2
"['0', '001100', '0001001', '1110']",1,4,11,7,0,18,2.6685814185814185,24,16
"['0110101', '00', '001', '0100']",1,4,10,6,0,16,3.427994227994228,17,21
['0111010'],1,1,3,4,0,7,0,0,0
"['1', '0111', '00000']",1,3,6,4,0,10,0.6222222222222222,12,4
"['11', '10', '000', '110', '0100']",1,5,8,6,4,14,4.976190476190476,18,23
"['00', '1011001']",1,2,5,4,0,9,0.4444444444444444,5,0
"['100110', '0010', '1', '0000']",1,4,10,5,2,15,2.835714285714286,18,13
['1000000'],1,1,6,1,0,7,0,0,0
"['1010110', '1110000', '01111', '0110000', '10', '0111']",1,6,15,17,3,32,7.977633477633478,55,50
"['11001', '110', '10', '0111']",1,4,5,9,0,14,3.6928571428571426,14,17
"['1', '00011']",1,2,3,3,0,6,0.3333333333333333,4,2
"['1000010', '011000']",1,2,9,4,0,13,0.6153846153846154,4,2
"['0000100', '00011', '01100', '0101011', '100111', '0011011', '01001', '1100', '01000']",1,9,29,22,7,51,23.68181818181818,105,123
"['0101', '1101011', '011', '01100']",1,4,8,11,0,19,4.267748917748918,16,17
"['0011', '01111', '111111', '000', '101001']",1,5,9,15,2,24,4.705266955266955,32,29
"['0', '1101', '101001', '11']",1,4,5,8,0,13,2.4523809523809526,18,15
['110111'],1,1,1,5,0,6,0,0,0
['111100'],1,1,2,4,0,6,0,0,0
['001'],1,1,2,1,0,3,0,0,0
"['110110', '1001', '1110000']",1,3,8,9,0,17,1.760839160839161,10,7
"['11110', '001', '1111110', '000', '11111', '011111', '01100']",1,7,11,23,5,34,10.401048951048951,66,83
['10001'],1,1,3,2,0,5,0,0,0
['001011'],1,1,3,3,0,6,0,0,0
"['01', '001111', '11']",1,3,3,7,2,10,1.5,9,8
"['0001001', '11110', '1000', '10', '0010010']",1,5,15,10,2,25,5.367965367965367,36,28
"['1000', '1101']",1,2,4,4,2,8,0.5,2,2
"['010100', '00011', '11', '1100001', '1001', '01001', '0101001', '1011111']",1,8,21,22,5,43,17.41875901875902,88,96
"['100', '0100110', '01000', '11']",1,4,10,7,0,17,3.3134920634920633,19,14
"['1001100', '111100', '0110']",1,3,8,9,0,17,2.0965034965034963,8,9
"['1110011', '000']",1,2,5,5,0,10,0.4,5,0
"['110', '1111000']",1,2,4,6,0,10,0.6,4,3
"['10001', '000100']",1,2,8,3,0,11,0.7272727272727273,3,0
"['00010', '111110', '0011000']",1,3,10,8,0,18,1.3251748251748252,11,12
"['1000', '010', '001000']",1,3,10,3,0,13,2.038095238095238,7,12
"['1011', '100', '000']",1,3,6,4,2,10,1.5238095238095237,6,7
"['11110', '1111101', '0111111', '10011', '01100']",1,5,8,21,5,29,5.79047619047619,32,33
"['101', '0000']",1,2,5,2,0,7,0.2857142857142857,3,0
"['1000101', '10', '111101']",1,3,6,9,0,15,1.5598290598290598,12,11
"['010010', '00', '11111', '1001001', '1100']",1,5,12,12,0,24,4.833877233877233,36,20
"['10101', '1000111', '00110', '00', '10']",1,5,11,10,4,21,5.407936507936507,32,22
"['1011010', '111100', '001101', '11', '10101', '010101']",1,6,13,19,3,32,9.156898656898656,43,45
"['101010', '0111110', '0111']",1,3,6,11,0,17,1.634965034965035,9,10
"['1011', '00', '11']",1,3,3,5,2,8,1.0,7,6
['11000'],1,1,3,2,0,5,0,0,0
"['0101', '0010100']",1,2,7,4,0,11,0.7272727272727273,3,2
"['11110', '01', '1101']",1,3,3,8,0,11,1.619047619047619,8,8
"['01', '10101', '011110']",1,3,5,8,0,13,1.435064935064935,11,6
"['1111110', '10', '000', '001000']",1,4,10,8,0,18,2.5188034188034187,25,21
"['01', '001', '0011000']",1,3,8,4,0,12,1.8444444444444446,10,10
"['00', '001110']",1,2,5,3,0,8,0.5,4,6
"['00111', '10111', '100011', '010110', '10', '11111', '0100']",1,7,13,20,5,33,11.623665223665224,58,60
"['11000', '110001', '1000101', '101101']",1,4,12,12,2,24,4.018648018648019,14,27
"['0101101', '1111010', '11']",1,3,5,11,2,16,1.6031746031746033,13,8
"['0100000', '011', '0001', '1111110', '0111', '1011000', '001100']",1,7,20,18,5,38,11.340093240093239,75,64
"['1101', '011010', '1']",1,3,4,7,0,11,1.4857142857142858,10,4
"['101', '00', '111']",1,3,3,5,2,8,1.0666666666666667,6,4
"['111', '0111']",1,2,1,6,0,7,0.8571428571428571,1,6
"['010101', '11']",1,2,3,5,0,8,0.5,4,2
['011111'],1,1,1,5,0,6,0,0,0
['00111'],1,1,2,3,0,5,0,0,0
"['0111000', '110010', '0010111', '101010', '00100', '10010', '000']",1,7,23,16,6,39,14.444388944388944,61,75
['1110100'],1,1,3,4,0,7,0,0,0
"['00', '111000']",1,2,5,3,0,8,0.5,4,4
"['00111', '00010', '0']",1,3,7,4,2,11,1.2666666666666666,10,9
"['010100', '010', '00101', '101010', '110001', '1111110', '0000']",1,7,20,17,3,37,11.524614274614274,66,55
"['11010', '11', '01111', '111011', '110011']",1,5,6,18,4,24,6.121645021645022,27,54
"['0', '1000110', '0111111']",1,3,6,9,2,15,0.9285714285714286,17,6
"['101010', '11010', '11']",1,3,5,8,0,13,1.7987012987012987,8,11
"['01', '100', '10']",1,3,4,3,2,7,1.7000000000000002,5,7
"['00', '1100']",1,2,4,2,0,6,0.6666666666666666,2,4
"['111010', '11']",1,2,2,6,0,8,0.5,4,4
['1011001'],1,1,3,4,0,7,0,0,0
"['0', '001100']",1,2,5,2,0,7,0.2857142857142857,5,4
"['00000', '10000', '100010', '1110110', '001011']",1,5,18,11,4,29,6.0762237762237765,29,34
"['101010', '110001', '1', '10011']",1,4,8,10,2,18,3.0259740259740258,21,20
"['0011', '110', '1011111', '111011']",1,4,5,15,0,20,3.398934398934399,20,25
"['11100', '0000']",1,2,6,3,0,9,0.4444444444444444,3,4
"['101000', '01101', '1', '0100']",1,4,9,7,0,16,3.031168831168831,19,12
"['01', '01011', '111111', '00001']",1,4,7,11,2,18,2.338311688311688,21,16
"['111111', '0000100']",1,2,6,7,0,13,0.15384615384615385,6,0
"['011101', '10010', '1110']",1,3,6,9,0,15,1.7898989898989899,8,7
"['1010', '0001000']",1,2,8,3,0,11,0.5454545454545454,4,2
"['01101', '111000', '101001']",1,3,8,9,2,17,1.7575757575757573,7,7
"['0', '010111', '111']",1,3,3,7,0,10,0.9523809523809523,11,8
"['0001101', '0101010', '01001', '1011']",1,4,12,11,2,23,4.010822510822511,17,13
"['00', '110', '1001010']",1,3,7,5,0,12,1.2444444444444445,11,7
"['101100', '0011110', '10010', '000', '0001010']",1,5,17,11,2,28,6.218287268287268,30,42
['10010'],1,1,3,2,0,5,0,0,0
"['111', '0001101', '0111111', '010101', '011001']",1,5,11,18,4,29,6.386813186813187,30,32
"['101', '00', '0101111', '011']",1,4,6,9,2,15,3.111111111111111,19,12
['110001'],1,1,3,3,0,6,0,0,0
"['01', '1101']",1,2,2,4,0,6,0.6666666666666666,2,3
"['0011', '100100', '111010']",1,3,8,8,2,16,1.6666666666666665,10,8
"['0011001', '0110000', '1', '0100']",1,4,12,7,2,19,3.068831168831169,24,14
"['1000100', '1001101', '10011', '1100', '111101']",1,5,13,16,2,29,6.348085248085248,29,42
"['1011100', '10011', '00011']",1,3,8,9,2,17,1.9666666666666668,8,11
['0100001'],1,1,5,2,0,7,0,0,0
"['01', '00']",1,2,3,1,2,4,0.5,1,2
"['11100', '10', '001011', '000']",1,4,9,7,0,16,3.001731601731602,19,18
"['010000', '011', '111111', '010111', '10']",1,5,9,14,3,23,4.372222222222222,36,29
"['010', '011']",1,2,3,3,2,6,0.6666666666666666,1,3
['01010'],1,1,3,2,0,5,0,0,0
"['1000', '01101']",1,2,5,4,0,9,0.4444444444444444,3,2
['111010'],1,1,2,4,0,6,0,0,0
"['0000', '0100000', '10', '011000']",1,4,15,4,0,19,3.3742812742812744,19,31
"['0', '0001', '00111', '111010']",1,4,8,8,0,16,2.6311688311688313,22,15
"['0011011', '01', '111100', '1110']",1,4,7,12,0,19,2.8347707847707846,23,17
"['1', '1001', '111011', '1010', '1000']",1,5,8,11,3,19,5.335714285714285,28,30
"['0', '010110', '001000']",1,3,9,4,2,13,1.2380952380952381,13,12
"['001', '001111', '0110', '10000', '110101']",1,5,12,12,2,24,5.236075036075036,32,24
"['110000', '01', '110', '1111', '001010', '1101', '0000110']",1,7,16,16,4,32,11.277833277833277,69,60
"['0000101', '01', '0110']",1,3,8,5,0,13,1.6565656565656566,11,8
"['011011', '101', '1101']",1,3,4,9,0,13,2.3238095238095235,6,11
"['1010', '0101', '00011']",1,3,7,6,2,13,1.8611111111111112,7,6
"['001', '111', '000010']",1,3,7,5,2,12,1.222222222222222,10,5
"['11', '100', '1101110', '001100', '1001011']",1,5,11,14,2,25,5.6006105006105,37,28
"['1011', '1001', '100111']",1,3,5,9,2,14,2.35,5,18
"['0', '0110010']",1,2,5,3,0,8,0.25,6,4
"['01', '1100', '11']",1,3,3,5,2,8,1.5,6,8
"['0010', '1101', '11111']",1,3,4,9,2,13,1.3888888888888888,9,6
"['00', '110', '001011', '11']",1,4,6,7,2,13,2.6444444444444444,17,17
"['0', '010', '0011', '0101010', '110111']",1,5,10,11,0,21,4.812426462426462,35,26
"['100', '100011', '10']",1,3,6,5,0,11,1.9666666666666668,8,10
"['001111', '100001', '111011', '10100', '001001']",1,5,14,15,4,29,5.515151515151515,28,32
"['000100', '01010', '111110']",1,3,9,8,2,17,1.4242424242424243,9,9
"['0001', '000111', '01110']",1,3,8,7,0,15,1.9717171717171718,8,9
"['1101', '100111', '0010', '100010']",1,4,10,10,4,20,3.7666666666666666,16,16
"['0', '0010001', '110010', '101000', '00110', '111111']",1,6,16,15,3,31,6.453130203130203,59,35
"['01', '001', '0100010', '11000', '0110', '00110', '11100']",1,7,18,13,3,31,12.758225108225108,61,65
"['111', '101', '0011', '1111001', '1101010']",1,5,8,16,4,24,6.014718614718614,33,38
"['11010', '1110101', '1000000', '00', '10010', '1100110', '0111101', '110', '0111100']",1,9,24,26,7,50,21.13888888888889,124,101
"['1011110', '00100', '1111001']",1,3,8,11,2,19,1.7142857142857144,11,4
"['1000011', '0010', '111110', '1']",1,4,8,10,0,18,2.1888611388611388,27,12
"['10000', '1110']",1,2,5,4,0,9,0.4444444444444444,3,2
['01001'],1,1,3,2,0,5,0,0,0
"['101', '10100']",1,2,4,4,0,8,0.75,2,4
"['001', '101000', '11000', '10101', '10', '0100001']",1,6,17,11,2,28,8.87067377067377,45,44
"['101011', '001', '11']",1,3,4,7,0,11,1.3444444444444446,9,10
"['11001', '00101', '01110', '0101', '101111']",1,5,10,15,3,25,6.44040404040404,25,25
"['101', '1011', '010111', '001100']",1,4,8,11,2,19,4.034920634920635,16,13
['1011'],1,1,1,3,0,4,0,0,0
['010010'],1,1,4,2,0,6,0,0,0
"['1110001', '11100', '101110']",1,3,7,11,0,18,2.175990675990676,8,10
"['1010', '001', '000']",1,3,7,3,2,10,1.8095238095238093,5,8
"['110000', '100', '0110', '1000111', '111011', '11111', '0100011']",1,7,16,22,4,38,11.792635142635142,69,71
"['0111101', '1111000', '00000']",1,3,10,9,2,19,1.5476190476190477,12,10
"['00', '01011']",1,2,4,3,0,7,0.5714285714285714,3,2
"['11001', '001']",1,2,4,4,0,8,0.75,2,4
"['101', '00', '111', '110100']",1,4,6,8,2,14,2.9,16,14
"['01', '101101', '11111']",1,3,3,10,0,13,1.331168831168831,10,9
"['100', '11']",1,2,2,3,0,5,0.4,2,2
"['101000', '01000']",1,2,8,3,0,11,0.9090909090909091,1,6
['0011'],1,1,2,2,0,4,0,0,0
"['00', '1001', '1111']",1,3,4,6,2,10,1.1666666666666665,8,4
['1110000'],1,1,4,3,0,7,0,0,0
"['01', '0010', '1000101', '0101110', '00011', '1111', '010110']",1,7,17,18,4,35,12.022227772227772,64,52
"['1010111', '0001', '11100']",1,3,7,9,0,16,1.308080808080808,12,9
"['0', '001', '101', '0110', '010111', '011111']",1,6,9,14,4,23,7.647619047619047,44,35
"['01', '1100001', '0000001', '1111001', '010010', '1100']",1,6,19,14,3,33,8.288145188145188,54,46
"['11', '01111', '0110011']",1,3,4,10,0,14,1.8492063492063493,10,13
"['1100111', '0100011', '1000101']",1,3,10,11,3,21,2.2857142857142856,6,10
"['11110', '0010', '111', '1101', '1100']",1,5,7,13,3,20,5.992063492063492,22,32
"['010', '10', '11']",1,3,3,4,2,7,1.7000000000000002,4,5
"['0', '0010']",1,2,4,1,0,5,0.4,3,4
"['010100', '001', '11', '0011', '1010111', '0101010', '1101', '111000']",1,8,18,21,6,39,15.7996558996559,88,79
"['0', '100110', '1100101']",1,3,7,7,0,14,1.304945054945055,14,4
"['000111', '10', '01010']",1,3,7,6,0,13,1.3668831168831168,11,7
['11001'],1,1,2,3,0,5,0,0,0
"['11001', '0111011', '1000', '111111', '10']",1,5,8,16,0,24,5.144194694194694,35,28
"['11011', '1010010']",1,2,5,7,0,12,0.6666666666666666,3,2
"['0011', '101000', '0100', '11']",1,4,9,7,2,16,3.2,18,15
"['010', '011', '00111', '10001', '1001', '0100001', '0101']",1,7,17,14,6,31,14.000577200577201,52,62
"['01101', '11']",1,2,2,5,0,7,0.5714285714285714,3,2
['1011010'],1,1,3,4,0,7,0,0,0
"['011', '0001', '100100', '0110', '1000']",1,5,13,8,3,21,5.708730158730159,26,28
"['0010110', '01', '1000']",1,3,8,5,0,13,1.323232323232323,12,7
"['10', '000', '1101', '1100', '01000']",1,5,11,7,2,18,5.773015873015873,22,27
"['111100', '00100', '10100', '010011', '110']",1,5,13,12,4,25,6.138383838383838,29,32
"['11', '101000', '00110', '01001', '0101', '1001011']",1,6,15,14,2,29,9.122577422577422,44,35
"['0100111', '101', '111011', '0001101', '00', '1100011']",1,6,14,18,3,32,8.535714285714286,54,44
['000'],1,1,3,0,0,3,0,0,0
"['11001', '101000', '100', '10011']",1,4,10,9,2,19,4.239393939393939,14,20
"['111', '0011001', '10111', '1001001', '0010010', '101111']",1,6,15,20,3,35,9.737112887112886,45,55
"['0', '0010000', '0011', '1010111', '11100']",1,5,13,11,2,24,4.379076479076479,42,28
"['11101', '100100', '00101']",1,3,8,8,2,16,1.8727272727272726,7,9
"['00110', '110', '11100', '00001']",1,4,10,8,3,18,3.35,18,18
"['010011', '1011011', '1100', '010000']",1,4,12,11,2,23,3.4890442890442888,18,18
"['01', '00110']",1,2,4,3,0,7,0.5714285714285714,3,2
"['010', '1']",1,2,2,2,0,4,0.5,2,0
"['11001', '010', '11']",1,3,4,6,0,10,1.4714285714285715,8,6
"['0001', '0111111', '110']",1,3,5,9,0,14,1.0493506493506493,13,7
"['0101011', '111011']",1,2,4,9,0,13,0.7692307692307693,2,6
"['10100', '01', '00010']",1,3,8,4,2,12,1.7428571428571429,9,7
"['010001', '0100']",1,2,7,3,0,10,0.8,2,5
"['1100', '0000']",1,2,6,2,2,8,0.5,2,4
"['1', '110101']",1,2,2,5,0,7,0.2857142857142857,5,4
"['001', '100', '000']",1,3,7,2,3,9,2.0,4,11
"['100101', '11111']",1,2,3,8,0,11,0.5454545454545454,3,4
"['1010', '010010', '111']",1,3,6,7,0,13,1.615873015873016,8,6
"['0100100', '011001']",1,2,8,5,0,13,0.7692307692307693,3,3
"['0', '10000']",1,2,5,1,0,6,0.3333333333333333,4,2
['1110111'],1,1,1,6,0,7,0,0,0
"['0000110', '0110', '10', '1111101']",1,4,9,11,2,20,3.2568542568542567,24,15
"['1111100', '111', '1111000', '1101', '00010', '0000110']",1,6,15,18,3,33,8.168903318903318,58,51
"['11', '000101', '111011', '010101', '100101', '11101', '1100011', '000111', '011000']",1,9,22,28,6,50,22.308413808413807,109,137
"['000100', '1100', '1']",1,3,7,4,0,11,1.2857142857142856,11,7
"['0', '1110001', '01', '1011111']",1,4,6,11,2,17,2.626984126984127,27,13
"['0', '010011', '011']",1,3,5,5,0,10,1.4523809523809523,10,9
"['0011', '100001']",1,2,6,4,0,10,0.6,3,2
"['1001', '01000', '1000', '00', '010111', '1110']",1,6,14,11,3,25,8.633549783549784,39,41
"['010', '000', '1110', '01110']",1,4,8,7,2,15,3.6626984126984126,12,24
"['0', '110110', '1010111', '1111010', '00110', '1000']",1,6,13,17,2,30,7.88045288045288,55,39
"['110011', '010', '000100']",1,3,9,6,2,15,1.6111111111111112,11,4
['000111'],1,1,3,3,0,6,0,0,0
"['11001', '0010110', '10111', '1111', '00', '1011']",1,6,10,17,4,27,7.659163059163059,43,44
"['101', '00', '01100']",1,3,6,4,0,10,1.4714285714285715,8,6
"['0000101', '0011']",1,2,7,4,0,11,0.7272727272727273,3,3
"['01', '0111111', '1010011']",1,3,5,11,2,16,1.3174603174603174,14,8
"['01', '001111', '10001', '1111', '10']",1,5,7,12,2,19,4.8494227994228,32,30
"['001', '10']",1,2,3,2,0,5,0.4,2,2
"['1000001', '01', '0010111', '00000', '1010', '111111', '100101']",1,7,19,18,4,37,10.24167499167499,77,55
"['100110', '10110']",1,2,5,6,0,11,0.9090909090909091,1,6
"['0', '101100', '110']",1,3,5,5,0,10,1.4523809523809523,10,6
"['01', '011', '100', '0010011', '0111', '1110']",1,6,10,13,4,23,8.122582972582972,42,43
"['11100', '0010', '000101']",1,3,9,6,0,15,1.6080808080808082,9,9
"['0111010', '001']",1,2,5,5,0,10,0.4,4,2
"['0101111', '111', '110001', '1100011', '0100']",1,5,11,16,2,27,5.645487845487845,33,41
"['1', '001010', '000', '1100111', '1110']",1,5,10,11,0,21,3.848934398934399,39,22
"['110', '00011']",1,2,4,4,0,8,0.5,4,3
"['0001', '111100', '111', '01100']",1,4,8,10,0,18,3.024098124098124,19,19
"['0110000', '110', '0100']",1,3,9,5,0,14,1.8987012987012988,9,10
"['0111000', '1', '101000', '10010', '1100111', '0100']",1,6,16,14,2,30,8.275091575091576,56,33
"['011011', '001111', '00101', '1010011']",1,4,10,14,2,24,4.031468531468532,14,18
['1110011'],1,1,2,5,0,7,0,0,0
"['101', '10001', '1111']",1,3,4,8,0,12,1.7658730158730158,7,14
"['1110', '1111']",1,2,1,7,2,8,0.75,1,6
"['1110011', '1110', '011001']",1,3,6,11,0,17,2.0965034965034963,8,10
"['01', '00', '11']",1,3,3,3,3,6,1.0,4,4
"['011', '111', '01110', '00011']",1,4,6,10,4,16,4.016666666666667,13,18
['00011'],1,1,3,2,0,5,0,0,0
"['0011001', '01', '10010']",1,3,8,6,0,14,1.6825396825396823,12,7
"['0', '0110', '10']",1,3,4,3,0,7,1.7333333333333334,6,9
"['0010', '11101', '00011']",1,3,7,7,2,14,1.511111111111111,9,6
"['0110010', '10', '111010']",1,3,7,8,0,15,1.7136752136752138,11,10
"['1010111', '00']",1,2,4,5,0,9,0.4444444444444444,5,0
"['00', '100', '000001', '11']",1,4,9,4,2,13,2.3944444444444444,18,15
"['11', '10100', '1101', '110', '111001']",1,5,7,13,0,20,6.755844155844156,22,37
"['010000', '1', '1011011', '0101001', '1011111']",1,5,12,16,3,28,4.563186813186813,42,26
"['00100', '111']",1,2,4,4,0,8,0.25,4,0
"['1100101', '100001', '1001011', '0010011']",1,4,14,13,3,27,4.43956043956044,14,25
"['100001', '0011000', '010111', '10', '110', '01100']",1,6,16,13,2,29,8.70977355977356,52,34
['1001100'],1,1,4,3,0,7,0,0,0
"['00000', '111001']",1,2,7,4,0,11,0.36363636363636365,4,0
"['111', '1001', '0011011', '101001', '0100']",1,5,11,13,2,24,5.844438894438895,29,27
"['0', '1000110', '01', '1111']",1,4,6,8,0,14,2.058080808080808,23,10
"['011', '100', '010101', '101111', '1111111']",1,5,7,18,4,25,5.121367521367521,36,33
"['101000', '10', '110111']",1,3,6,8,2,14,1.5,12,7
"['101', '1']",1,2,1,3,0,4,0.5,2,4
['10110'],1,1,2,3,0,5,0,0,0
"['00111', '001111', '0000']",1,3,8,7,0,15,1.7535353535353535,8,16
"['101010', '1110011', '000']",1,3,8,8,0,16,1.682051282051282,11,4
"['100', '10']",1,2,3,2,0,5,0.8,1,3
"['01', '00100', '1101', '1010000']",1,4,11,7,0,18,3.339105339105339,20,13
"['1110111', '010', '1', '001010', '0110001']",1,5,11,13,2,24,4.446886446886447,41,19
"['1000001', '110001', '1111', '110011', '000', '01110']",1,6,15,16,2,31,8.283605283605283,49,41
"['0', '110010']",1,2,4,3,0,7,0.2857142857142857,5,2
"['10111', '100', '1', '1111000']",1,4,6,10,0,16,2.683333333333333,23,18
"['0010', '010', '0111010']",1,3,8,6,0,14,2.1844155844155844,8,19
"['1011', '1000', '1']",1,3,4,5,2,9,1.3,8,9
"['001', '111', '00', '110111', '1011', '01000']",1,6,10,13,2,23,6.9001443001443,43,41
"['00110', '010']",1,2,5,3,0,8,0.75,2,5
"['01100', '001111', '111', '10']",1,4,6,10,0,16,2.9335497835497835,19,15
"['10100', '011010']",1,2,6,5,0,11,0.7272727272727273,3,2
"['1111', '111110', '0000', '000100', '110', '1101010']",1,6,14,16,4,30,7.251237651237651,50,52
['1001000'],1,1,5,2,0,7,0,0,0
"['0', '0111110']",1,2,3,5,0,8,0.25,6,4
"['01101', '10']",1,2,3,4,0,7,0.5714285714285714,3,2
"['0', '01', '11110', '11000', '110011']",1,5,8,11,2,19,4.563203463203463,33,25
"['11', '01', '001111', '00011']",1,4,6,9,2,15,3.37012987012987,17,18
['001110'],1,1,3,3,0,6,0,0,0
"['1100010', '1101110']",1,2,6,8,2,14,0.7142857142857143,2,5
"['0001', '001001']",1,2,7,3,0,10,0.6,2,5
"['0001', '010000']",1,2,8,2,0,10,0.6,3,4
"['11000', '01', '11']",1,3,4,5,2,9,1.3571428571428572,8,8
"['0010110', '0100010', '000101', '010101', '1101', '1011111']",1,6,18,19,5,37,9.046486846486847,47,38
"['0100101', '101001']",1,2,7,6,0,13,0.7692307692307693,3,3
"['001010', '10']",1,2,5,3,0,8,0.5,4,3
"['1000', '1', '0110']",1,3,5,4,2,9,1.3,9,4
"['00101', '111', '100100', '10000', '0010101', '110', '001011']",1,7,19,16,6,35,12.395843045843046,60,71
"['1', '1001111']",1,2,2,6,0,8,0.25,6,4
"['111', '000']",1,2,3,3,2,6,0.0,3,0
"['011101', '1', '0110110']",1,3,5,9,0,14,1.304945054945055,14,6
"['1011110', '1000']",1,2,5,6,0,11,0.5454545454545454,4,3
"['0011', '1000101', '1000111', '0000']",1,4,13,9,4,22,4.084415584415584,16,17
"['100011', '111']",1,2,3,6,0,9,0.4444444444444444,3,6
"['0001', '1', '0000000']",1,3,10,2,0,12,0.9454545454545454,14,8
"['001101', '0001', '1001', '00110', '00', '0101', '01000']",1,7,19,11,5,30,13.697402597402597,48,70
"['0010110', '01100', '0100101', '1001101']",1,4,14,12,3,26,4.285714285714286,17,14
['1010010'],1,1,4,3,0,7,0,0,0
"['0', '1000', '1011000']",1,3,8,4,0,12,1.3772727272727274,12,10
"['010100', '11', '100', '0110', '00', '1011000']",1,6,14,10,2,24,8.556820956820957,44,42
"['100', '011', '0110110']",1,3,6,7,2,13,1.5333333333333332,11,8
"['11010', '1001', '11']",1,3,4,7,0,11,1.9047619047619047,7,10
"['110011', '00101', '11']",1,3,5,8,0,13,1.7987012987012987,10,12
"['101', '110010', '1110']",1,3,5,8,0,13,1.838095238095238,7,8
"['0011', '010', '11101']",1,3,5,7,0,12,1.5158730158730158,8,5
"['0', '1001', '110', '010101']",1,4,7,7,0,14,3.0015873015873016,17,11
"['0', '01', '11011', '1010111']",1,4,5,10,0,15,3.0992063492063493,21,12
"['0001101', '01000']",1,2,8,4,0,12,0.5,4,4
"['000110', '11101', '0010100', '11']",1,4,10,10,0,20,3.3305583305583304,22,12
"['011111', '0000110', '0110']",1,3,8,9,0,17,1.7888111888111888,10,13
"['11110', '1111101', '011', '1001010', '0011000', '1000', '00']",1,7,17,18,3,35,10.34992784992785,77,58
